iter	RMSE
378	0.7805005553
379	0.7804068106
380	0.7802875359
381	0.7801865766
382	0.7799476092
383	0.7796858654
384	0.779398585
385	0.7792167364
386	0.7790387761
387	0.7788678015
388	0.7785777758
389	0.7783012837
390	0.7780923339
391	0.777873752
392	0.7776523099
393	0.7774424968
394	0.7772551165
395	0.776921385
396	0.7767958755
397	0.7765442314
398	0.7762974602
399	0.7761581774
400	0.7759166434
401	0.7757560438
402	0.7756520901
403	0.7755257241
404	0.7753142761
405	0.7750725426
406	0.7749353666
407	0.7748228093
408	0.7745474651
409	0.7744134773
410	0.7742197637
411	0.7740424553
412	0.7739261362
413	0.7737164451
414	0.7735899506
415	0.7733679779
416	0.7731795026
417	0.7729943768
418	0.7728435721
419	0.7727292861
420	0.7724702563
421	0.7722815968
422	0.7719433563
423	0.7717491883
424	0.7715525466
425	0.7713957961
426	0.7711732537
427	0.7709720333
428	0.7708077756
429	0.7706406153
430	0.7703793173
431	0.7700549502
432	0.7698245245
433	0.7696536572
434	0.7694401073
435	0.7692492613
436	0.768993247
437	0.76880869
438	0.7685877488
439	0.7684312873
440	0.7681436217
441	0.7679564953
442	0.7678003173
443	0.7676158711
444	0.7673790828
445	0.767191094
446	0.7669775576
447	0.7668005035
448	0.7665721491
449	0.7663897835
450	0.7661392167
451	0.7659890434
452	0.7657912492
453	0.7656305117
454	0.7654022741
455	0.7651525588
456	0.7649564063
457	0.7647014243
458	0.7643506876
459	0.7642379211
460	0.7640536544
461	0.763889058
462	0.7637258759
463	0.7635265816
464	0.7632497879
465	0.7630769061
466	0.7628370857
467	0.7626127385
468	0.7623458125
469	0.7620655577
470	0.7619320142
471	0.7617270566
472	0.7615131277
473	0.7612336538
474	0.7610710185
475	0.7608435216
476	0.7606764033
477	0.7605123186
478	0.760318407
479	0.7600667286
480	0.759891206
481	0.7596345722
482	0.7594607935
483	0.759300279
484	0.7591634697
485	0.7589514491
486	0.7587217178
487	0.7584765669
488	0.7582840664
489	0.7580454694
490	0.7578047188
491	0.7575536152
492	0.7573525095
493	0.7570799398
494	0.7569374106
495	0.7567041441
496	0.7564927683
497	0.7563729346
498	0.7562238432
499	0.7561024208
